customer_id,first_name,last_name,date_of_birth,gender,signup_date,status,primary_phone,customer_segment,city,created_at
4774c265-6d6d-4cb3-958d-2c9b227f36c7,Danielle,Jones,1981-12-04,M,2020-12-28,1,+20102222698,normal,West Emilyfort,2025-11-23 10:51:38.909722
ff7c5295-1e7c-4515-9f82-e7527a114f5f,Benjamin,Nunez,1989-12-02,M,2022-02-06,1,+20107965133,normal,West Rachel,2025-11-23 10:51:34.758529
1c4c9ddf-d279-48fa-a483-11376d477c2b,Miranda,Davidson,1984-12-03,F,2021-02-06,1,+20107813611,normal,West Charles,2025-11-23 10:51:38.871612
1ac29029-e74e-4ba8-a399-622affa0c00b,Candice,Baker,1998-11-30,F,2025-01-06,1,+20105638893,normal,Lake Brett,2025-11-23 10:51:32.840548
e3170d1e-f42c-46de-936d-75c92b3fedce,Lisa,Larson,2009-11-27,F,2025-08-25,1,+20107623371,normal,Bradleyfurt,2025-11-23 10:51:38.449359
0da0177a-2918-4e82-9355-2be6393e2925,Justin,Anthony,1996-11-30,M,2022-11-04,1,+20103269458,normal,Brandyfurt,2025-11-23 10:51:38.954598
a73e3770-6172-4e96-a075-343dac20850e,Alexander,Fisher,1990-12-02,M,2022-04-25,1,+20107818496,normal,Garciastad,2025-11-23 10:51:32.698650
064b3f34-0085-45da-a6ce-35b1f1f17371,Gina,Evans,2001-11-29,M,2024-08-17,1,+20105887726,normal,Jenkinsland,2025-11-23 10:51:33.490388
3a751b98-3953-45a1-bb53-74ff70ca37cf,Paul,Perry,2011-11-27,F,2024-08-28,1,+20103356313,normal,East Julieborough,2025-11-23 10:51:36.037171
e9d7cb0a-679a-4318-86f2-650fc6b9310a,Sarah,Smith,2007-11-28,F,2020-12-27,1,+20104384085,normal,Luismouth,2025-11-23 10:51:34.157501
1e968a53-70c9-4484-97d9-5991495c70b9,Shari,Ruiz,2016-11-25,M,2023-07-28,1,+20102635366,normal,Alexastad,2025-11-23 10:51:36.657205
f64f926d-c641-43fb-a9df-de331dd0ea05,Samuel,Carney,2010-11-27,M,2025-06-08,1,+20109674986,normal,Markberg,2025-11-23 10:51:38.680055
c6c3448e-5278-4581-98b9-f79d0cf6ffae,Michael,Tucker,1981-12-04,M,2020-12-14,0,+20107918793,normal,South Jenniferside,2025-11-23 10:51:33.422955
cbf4aff9-119b-4b31-8fb1-8a7d56d766fc,Desiree,Schmidt,2007-11-28,M,2023-06-22,1,+20102470273,normal,South Natalie,2025-11-23 10:51:35.172248
0992de60-ecfa-480c-9695-48c71ae8f931,Stephanie,Nelson,2017-11-25,F,2023-11-16,1,+20101583149,normal,Davismouth,2025-11-23 10:51:39.086068
21c3615d-650b-4cfd-91fa-462c77249548,Caroline,Owens,1982-12-04,F,2025-05-30,1,+20106617751,normal,Deborahchester,2025-11-23 10:51:35.946415
dd77a399-6a77-4cc3-8267-eb2731711893,Danielle,Becker,2001-11-29,F,2024-01-07,1,+20106026347,normal,Lynchborough,2025-11-23 10:51:37.979437
137509b0-5a16-4f3c-8116-5271a76ea121,Carla,Daniels,1958-12-10,M,2021-06-29,1,+20104246367,normal,Colinville,2025-11-23 10:51:34.043897
f5775ee0-766f-4ab8-88e8-a04d336dd05e,Jeffrey,Alexander,1991-12-02,M,2022-05-13,1,+20101709624,normal,Matthewberg,2025-11-23 10:51:38.524817
f4a36f49-59dc-44c8-8e87-bb250158e1eb,Jerry,Carey,2014-11-26,M,2023-02-06,1,+20107838943,normal,New John,2025-11-23 10:51:34.012178
54279c0f-4013-400c-b95a-8e901bdad0ce,Tamara,Morales,2008-11-27,M,2022-11-23,1,+20106867489,normal,Yvonneshire,2025-11-23 10:51:36.445021
6ca49652-d661-400a-a778-1c896488a5c4,Rose,Perry,1950-12-12,F,2022-05-22,1,+20101222617,normal,South Ryan,2025-11-23 10:51:37.457242
a393711c-802c-4e2d-a961-2d89de84a6e3,Kimberly,Ward,1984-12-03,F,2023-11-26,1,+20104491354,normal,South Steven,2025-11-23 10:51:37.240039
7a4d9982-0a7d-43f5-a340-16fba3a74632,Justin,Smith,1991-12-02,M,2024-12-04,1,+20104580607,normal,Marybury,2025-11-23 10:51:36.057424
41984ce6-0642-498b-bf45-f6bffc8e68dd,Cheryl,Smith,1974-12-06,F,2021-11-02,1,+20103027802,normal,North Johnnyfurt,2025-11-23 10:51:35.268148
18e50e36-7c88-4581-9525-c33d7fc40f56,Brandon,Wright,1994-12-01,M,2023-09-30,1,+20106648416,normal,Michaelside,2025-11-23 10:51:36.694270
09ab1beb-578f-4446-9e4e-1581e9b34eaf,Elizabeth,Shea,2015-11-26,F,2023-02-28,1,+20109152488,normal,Port Sarah,2025-11-23 10:51:35.656280
c5c98e3a-9809-4f41-9a81-59c33d95d689,Martin,Shields,2016-11-25,F,2022-04-03,1,+20107516510,normal,Ashleyland,2025-11-23 10:51:38.777790
f8ad5085-9658-42b4-b166-ed33641b5470,Theodore,Washington,2016-11-25,M,2023-05-16,1,+20102130159,normal,Lake Tyler,2025-11-23 10:51:34.039813
2a0eb9e6-0b44-4403-b2ae-dcd8511958c1,Karen,Dean,1997-11-30,M,2023-02-27,1,+20102281267,normal,Michaelstad,2025-11-23 10:51:35.949415
7c056665-b67b-4291-8a42-f5415a517587,Ashley,West,2003-11-29,F,2023-02-15,1,+20102697690,normal,East Michaelport,2025-11-23 10:51:35.408141
b9ab085e-333c-4a18-afce-62d4dd9246f1,Matthew,Brooks,2016-11-25,F,2022-01-15,1,+20109427608,normal,Royshire,2025-11-23 10:51:34.489979
10195c73-1e1c-4b4c-b534-f5d51988c618,Patricia,Morrison,1996-11-30,F,2021-08-31,1,+20104994266,normal,North Justin,2025-11-23 10:51:35.036119
674c4fc8-64a0-4c23-a01e-a9eba22552e7,Timothy,Barber,1979-12-05,M,2021-04-21,1,+20103363089,normal,New Sean,2025-11-23 10:51:38.228109
ae19415c-3a83-4032-be5d-4d9ce3a0b222,Herbert,Ortiz,1994-12-01,M,2025-07-30,1,+20101427236,vip,Kathrynville,2025-11-23 10:51:37.392567
1b3ef487-0701-4552-be41-25a4f99b3aa7,Tina,Savage,1987-12-03,M,2021-08-22,1,+20109510677,normal,West Elizabethville,2025-11-23 10:51:39.085067
5f27c687-ecda-4125-ab31-18b6423b1fea,Virginia,Sanchez,2006-11-28,M,2022-02-27,1,+20108174616,normal,Smallton,2025-11-23 10:51:34.874503
3628146b-e97b-4c5a-bc3c-0629593db5fd,Robert,Howard,2011-11-27,M,2021-07-29,1,+20108996058,normal,Smithport,2025-11-23 10:51:34.488977
cab1656d-e9da-429c-81e4-4747832515ba,James,Roberts,1997-11-30,M,2021-11-08,1,+20103483929,normal,Scotttown,2025-11-23 10:51:35.109197
3efa6d72-5ba8-4f57-8acb-1f2d2f42cc24,Eric,Martin,1958-12-10,M,2022-12-25,1,+20106447814,normal,Lake Cassandra,2025-11-23 10:51:37.933963
01c17307-5e27-407f-81e8-2f56ab32fbaa,Crystal,Ramos,1971-12-07,F,2024-04-28,1,+20103311410,normal,Johnsville,2025-11-23 10:51:38.799110
31504cf4-4fbd-42cc-bde8-89935f3362ca,Tracy,Browning,2016-11-25,M,2024-02-15,1,+20103919694,corporate,North Marcberg,2025-11-23 10:51:32.759017
c58eff27-27dc-4398-9bc0-78b4c88283de,Laura,Tapia,1991-12-02,M,2025-05-08,1,+20106727998,normal,Garciafurt,2025-11-23 10:51:36.023364
90dafaf1-3495-4a3e-bef2-a475f12bb711,Tammy,Harrington,1990-12-02,M,2024-01-15,1,+20106703091,normal,New Jonathan,2025-11-23 10:51:38.079372
5ad0b6ec-4993-4624-8a26-9770904594ae,Zachary,Johnson,1992-12-01,F,2022-09-26,1,+20106192577,normal,West Danielleborough,2025-11-23 10:51:38.168389
23fe273b-3f58-4fe2-95c0-4e3bae907c9a,Heidi,Wilson,1976-12-05,M,2024-01-23,1,+20101907367,normal,Lake Madeline,2025-11-23 10:51:35.972656
54604995-5819-4f99-9abb-ab9581a9c238,Brittany,Porter,2016-11-25,M,2022-08-03,1,+20103341247,normal,Jeffchester,2025-11-23 10:51:36.705792
ddd3f13f-f783-43e6-a829-efc3c8756ed1,Miguel,Dominguez,1982-12-04,M,2023-10-02,1,+20102060687,normal,Lake Patriciastad,2025-11-23 10:51:34.757525
6c63f7c7-7086-406e-898c-463bd4257728,Norma,Alvarez,1992-12-01,F,2020-11-27,1,+20108464479,normal,Frederickbury,2025-11-23 10:51:38.933375
05499f9c-d6ab-4eb9-8303-1600a5d5799d,Christopher,Collier,1976-12-05,F,2021-10-02,1,+20109745909,corporate,Travisport,2025-11-23 10:51:36.524168
a4c44f6e-7784-443b-9e5b-cf0073b5670e,Ronald,Lawrence,2015-11-26,F,2021-07-29,1,+20102005341,normal,Lisatown,2025-11-23 10:51:35.544348
081e1293-bf58-49f5-a0c9-7e4654ce7430,Tina,Powell,2005-11-28,F,2022-10-15,1,+20102788215,normal,Annaland,2025-11-23 10:51:35.704813
cdae09cc-da21-411e-8ef2-0303942b7696,John,Hoffman,2016-11-25,F,2021-09-08,1,+20107374122,normal,Juliechester,2025-11-23 10:51:32.620363
fecd1b1c-4f63-4346-848b-94505daaede7,Michael,Flores,1992-12-01,F,2024-08-10,1,+20109600949,corporate,Virginiahaven,2025-11-23 10:51:36.144325
b4401369-ec2c-4a94-bc10-f1c59e4d70c5,Kristi,Jimenez,1977-12-05,F,2025-06-08,1,+20102567468,normal,Steventon,2025-11-23 10:51:33.203399
5083149e-fa17-42a5-b8dc-181ac3bfceee,Joseph,Williams,2007-11-28,M,2021-01-03,1,+20105216804,normal,South Williamstad,2025-11-23 10:51:33.958512
8ee4b697-4e7a-4923-a234-0c23a0bdf3ae,Tracie,Wyatt,1998-11-30,M,2025-07-14,1,+20108038374,normal,South Joshuastad,2025-11-23 10:51:32.612010
6bc4ca1a-38b5-4747-b9b6-cf4f76f80667,Rita,Baldwin,2005-11-28,F,2021-05-18,1,+20103351084,vip,North Charlesshire,2025-11-23 10:51:33.381280
81fdb044-0cef-4f3c-b78d-19a7909a3088,Jason,Bridges,2013-11-26,F,2025-10-03,1,+20108944457,normal,South Katherine,2025-11-23 10:51:39.117611
44d6bad2-7230-48cf-b6e6-3b07ee2a5c53,Julia,Lester,1986-12-03,F,2025-06-25,1,+20103034109,normal,Port Alyssamouth,2025-11-23 10:51:36.461022
d24f36af-3a79-4714-806e-989db43d9ca6,Michael,Perry,1976-12-05,M,2024-08-31,1,+20101399891,normal,Millerchester,2025-11-23 10:51:37.255588
bba00783-4b83-435b-aa7a-2beae36cc350,Gregory,Bonilla,1984-12-03,M,2023-01-08,0,+20101554840,normal,Lake Juliefurt,2025-11-23 10:51:33.793178
fefe85b1-0da6-45b6-9b3a-468cfb675b49,Brian,Taylor,2014-11-26,M,2023-08-31,1,+20105645358,normal,South Jessica,2025-11-23 10:51:33.813011
5837cc14-1960-409d-9770-09ef5f95c26a,Rick,Black,1971-12-07,M,2024-10-24,1,+20107158985,normal,Welchchester,2025-11-23 10:51:36.749974
ce3c8837-8c23-4d33-88fa-757eace58ddf,Shelly,Obrien,1986-12-03,F,2023-11-28,1,+20108244164,normal,North John,2025-11-23 10:51:34.697248
fc8d053e-4a6a-471f-a884-c9d0486ccb57,Leslie,Vasquez,1972-12-06,M,2025-01-14,1,+20107698122,normal,Royburgh,2025-11-23 10:51:37.678478
1c229b84-4201-4075-877f-590d4c1b4af5,Mike,Carter,1948-12-12,M,2022-11-14,0,+20103843451,normal,Shannonmouth,2025-11-23 10:51:34.159907
79e1b171-7a84-4d69-b582-b6b6e116926a,Daisy,Morgan,2006-11-28,M,2025-01-04,1,+20105771825,normal,Cranebury,2025-11-23 10:51:36.579008
b8de2acc-ad9c-4d94-b5ca-ae286790b36a,Brady,Meyers,2015-11-26,F,2021-04-14,1,+20101652868,normal,Lake Nathaniel,2025-11-23 10:51:33.260377
ac8c7948-ef9b-45cb-a160-db0d1af6ac1a,Michelle,Miller,2014-11-26,M,2025-01-16,1,+20102835125,normal,Collinsfurt,2025-11-23 10:51:34.981890
3aee566b-9f85-477c-b53f-b8f663898403,Bruce,Smith,2012-11-26,F,2022-03-26,1,+20107196363,normal,Wrightport,2025-11-23 10:51:35.267153
04f21313-f432-45fb-be74-3fd916751390,James,Obrien,1990-12-02,M,2022-04-30,1,+20105690860,normal,Lake Samantha,2025-11-23 10:51:38.287319
745d971f-54a0-4d85-84c8-3145eab93a55,Kimberly,Chung,2016-11-25,M,2023-12-01,0,+20105172971,normal,North Kayla,2025-11-23 10:51:36.279572
3b25bf23-d932-47d9-a9b8-73f656d36d2a,Heather,Martinez,2015-11-26,F,2025-03-17,0,+20101935113,vip,Wilsonstad,2025-11-23 10:51:34.985091
f768d7b3-5225-4886-848a-5445f2adea49,Michelle,Osborne,1985-12-03,M,2021-11-02,1,+20106531182,normal,South Tyler,2025-11-23 10:51:36.554573
5c942fe7-1a87-415b-8e3d-337b8ea8feac,David,Roman,1997-11-30,F,2022-05-31,1,+20105680229,normal,Millerfurt,2025-11-23 10:51:36.676824
089c05b4-14c9-4331-8433-4b92151e1031,Mary,Carroll,2014-11-26,M,2023-07-06,1,+20109423591,vip,Blevinstown,2025-11-23 10:51:36.084587
faa8c98f-f976-4aa7-9bd0-8cadf6a6d4bb,John,Murphy,2005-11-28,F,2024-03-22,1,+20103723148,normal,Rebeccatown,2025-11-23 10:51:38.204587
965b5e60-f229-4d29-ba7d-4a211fc35f9e,Nicholas,Stone,2004-11-28,F,2021-06-28,1,+20102824432,normal,Scottborough,2025-11-23 10:51:34.627602
7ee5ff10-b543-489c-aee2-817820ed227d,Jennifer,Randolph,1963-12-09,F,2021-01-12,1,+20109169958,normal,West Paul,2025-11-23 10:51:34.762529
dce023d2-d53f-4d57-b373-4aeae836bb71,Sarah,Porter,2016-11-25,F,2025-06-01,1,+20104197346,normal,Danielchester,2025-11-23 10:51:33.844866
c6cdec23-acdf-4d90-99d3-cd3198536479,Christopher,Hopkins,2004-11-28,M,2021-04-03,1,+20106294819,normal,Port Erikachester,2025-11-23 10:51:33.129017
8b90648b-d52e-4116-b861-c86e4ab762d8,Cheryl,Zhang,2001-11-29,F,2021-09-20,1,+20106744099,corporate,Shellyport,2025-11-23 10:51:37.016012
ebec4d7b-0a87-4426-a4be-9b98ef5f9161,Sean,Braun,2016-11-25,M,2025-02-01,1,+20107720279,normal,Moorechester,2025-11-23 10:51:37.402138
456ee3b7-d615-4799-8b6b-323b394491c6,Tina,Morales,1964-12-08,M,2023-07-17,1,+20101894817,vip,Haysfurt,2025-11-23 10:51:36.675768
efb80541-0d2e-4b53-b6af-076749b04694,James,Rodriguez,1997-11-30,F,2022-01-30,1,+20101003092,normal,Donaldview,2025-11-23 10:51:34.629586
5e3beee3-d765-4706-a76d-e8333cd1c4cf,Clayton,Hall,2013-11-26,F,2022-10-18,1,+20103341057,normal,New Jamesside,2025-11-23 10:51:32.605658
29002a60-3a44-4b0f-93aa-8cad4f9b4291,Elizabeth,Lynch,2004-11-28,F,2024-11-21,1,+20107058725,normal,Holdermouth,2025-11-23 10:51:37.855955
1500a1c9-22b4-4836-830c-eae66147da01,John,Reed,1964-12-08,M,2024-08-15,1,+20102349590,normal,Jacobville,2025-11-23 10:51:32.871602
b599dc9b-a0ec-4cde-85c7-a9b4490cd3b4,Richard,Lewis,1997-11-30,F,2023-09-22,1,+20103284720,normal,East Scott,2025-11-23 10:51:38.016896
17d4183b-bacb-48b1-81f7-84b63f3660ea,Ricardo,Blackburn,2004-11-28,F,2023-06-17,1,+20106313929,normal,Whitemouth,2025-11-23 10:51:39.041314
9703b927-a29e-4309-8661-b394c62078b8,Roy,Chang,2009-11-27,M,2023-06-17,1,+20106116985,vip,East Kaylee,2025-11-23 10:51:36.285554
9f8492a5-2acd-4a2d-9075-2bea96f2cfa6,Nicole,Taylor,1998-11-30,M,2021-10-28,1,+20108838194,normal,Brettstad,2025-11-23 10:51:38.215889
6ecea9bf-759e-4544-a002-e331630ca5ab,Kevin,Hunt,2003-11-29,M,2022-03-27,1,+20109987534,vip,Lake Kimberlyview,2025-11-23 10:51:36.559577
06aa859d-39d3-4e8c-9080-b787385630a1,Donna,Massey,2005-11-28,M,2023-05-04,1,+20109472875,normal,South Todd,2025-11-23 10:51:35.220092
88d5a654-ced5-4e15-ba4b-5bbb92359b98,Amanda,Jackson,1981-12-04,M,2022-09-05,1,+20102167580,vip,Lake Nicoleberg,2025-11-23 10:51:38.358530
73f69306-b544-4ed3-9e66-deadeac8e0fd,Virginia,Wilson,1988-12-02,F,2021-10-25,1,+20109308126,normal,New Stevenmouth,2025-11-23 10:51:37.488396
7bfe769a-fa2b-40af-8825-0d566f5c4f44,Michael,Graham,1966-12-08,F,2024-12-21,1,+20106271120,normal,Reidland,2025-11-23 10:51:33.483545
0a0b98b5-b974-4f67-9604-f337e8e10de0,Kevin,Griffin,1975-12-06,M,2022-03-06,1,+20106037789,normal,Port Sandratown,2025-11-23 10:51:35.020355
24fdc9f3-1c10-48d0-b936-b6b19d349709,Raymond,Gaines,1979-12-05,M,2023-07-25,1,+20105130133,normal,Toddbury,2025-11-23 10:51:34.048911
0c98d657-f0f5-4437-b0af-8eefbd589de0,Tyler,Mcintosh,1973-12-06,F,2021-04-08,1,+20105285846,normal,East Curtis,2025-11-23 10:51:34.451978
dd115de3-1adb-4e23-b171-2f17408c2337,Stephanie,Davis,2016-11-25,M,2023-06-20,1,+20108304810,vip,Watersview,2025-11-23 10:51:36.728309
551329bb-7ee9-49bc-997d-dc86e607d2a8,Melanie,Munoz,2015-11-26,F,2022-10-04,1,+20104903402,normal,Lake Stephenville,2025-11-23 10:51:32.608017
e3239eb8-d142-479b-b841-08a2e69719ed,Shannon,Coleman,1987-12-03,M,2023-09-01,1,+20107066680,normal,Farmertown,2025-11-23 10:51:34.216776
259fc8ba-9217-4608-9c6f-830c90717209,Tara,Wolfe,1935-12-16,F,2021-07-12,1,+20108549319,normal,New Carla,2025-11-23 10:51:33.190605
6806bba6-f343-401d-9e76-9eddb1e99ccf,Samuel,Keller,1963-12-09,F,2021-11-23,1,+20109734558,normal,Allenmouth,2025-11-23 10:51:37.047982
7f4ef753-bc30-4fea-97c8-f8eab50ac411,James,Galloway,2016-11-25,M,2025-05-26,1,+20109236614,normal,Davidsonville,2025-11-23 10:51:37.370482
36ab98bb-a559-46a5-ae3a-66ad5bb4d482,David,Singh,1951-12-12,F,2020-12-22,1,+20108221506,normal,East Scott,2025-11-23 10:51:34.292076
ddf921f8-34e8-45a9-b342-74060827043f,Amanda,Mcmillan,1993-12-01,F,2021-11-30,1,+20103344236,normal,Melvintown,2025-11-23 10:51:37.595999
2c8a34dd-7410-4421-9cfd-dc057bdad0f2,William,Collins,2015-11-26,M,2022-05-23,1,+20104667567,normal,South Ernestview,2025-11-23 10:51:38.135457
bb7fb745-207b-4282-b4dc-fbe3c843e72b,Dawn,Edwards,1957-12-10,M,2023-08-04,1,+20106131062,normal,Cameronview,2025-11-23 10:51:37.082718
721122f2-96ed-49a8-905d-4249b236c682,Derrick,Gilbert,2013-11-26,F,2022-06-20,1,+20101861958,normal,East Brent,2025-11-23 10:51:32.850576
07d7e845-a9f9-4698-bd3d-eb56fd8eedec,Jake,Solis,2015-11-26,M,2023-10-21,1,+20103476114,normal,Dianamouth,2025-11-23 10:51:39.056841
36d79e53-2537-4e90-8f3b-cafbadee0778,Ricardo,Martinez,2010-11-27,F,2023-02-26,1,+20106852648,normal,West Cody,2025-11-23 10:51:36.260223
debdac15-56f0-448e-bc5e-d04db37597d4,Adam,Clark,1982-12-04,M,2024-03-02,1,+20107721705,normal,Sandovalview,2025-11-23 10:51:34.153470
1efe3265-252b-417c-9354-5eb3f4c4fc68,Sheila,Stark,1999-11-30,F,2025-05-29,1,+20109196731,normal,West Michael,2025-11-23 10:51:35.755879
a97b8098-ebe2-46de-93f5-4230a3d81eb2,Stacy,Huber,2010-11-27,M,2025-01-09,1,+20104367185,normal,West Jessica,2025-11-23 10:51:36.306882
390d8aa3-7c59-45d8-839d-db226680abf9,Daniel,Nichols,1998-11-30,M,2024-10-19,1,+20109348805,normal,Port Cody,2025-11-23 10:51:34.529302
